Estado;Referencia;Nombre;Categoría;Descripción corta;Descripción;Tallas;Colores;Precio sin IVA;Precio con IVA;URL imágenes;Fabricante;Fecha última modificación
Activo;LFNSSM-LEG-2283;Leggins sunflower;Lencería Femenina,Leggins;"Leggins blancos diseño floral.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2283.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2283_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2283_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2283_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2283_5.jpg;Lencería Finíssima;2015-02-17 12:00:24
Activo;LFNSSM-LEG-2289;Leggins con flores;Lencería Femenina,Leggins;"Leggins negros diseño floral.";"<p>Leggins negro con flores.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla Única;Negro;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg2000.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg2000-2.jpg;Lencería Finíssima;2015-02-17 12:17:35
Activo;LFNSSM-LEG-2290;Leggins B&W;Lencería Femenina,Leggins;"Leggins diseño rayas combinadas.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;6.00;7.26;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2290.jpg;Lencería Finíssima;2015-02-17 12:18:58
Activo;LFNSSM-LEG-2297;Leggins leopardo;Lencería Femenina,Leggins;"Leggins diseño animal print.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2297.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2297_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2297_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2297_4.jpg;Lencería Finíssima;2015-02-17 12:07:49
Activo;LFNSSM-LEG-2299;Leggins aztecas;Lencería Femenina,Leggins;"Leggins diseño rayas dibujo.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2299.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2299_2.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2299_3.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2299_4.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2299_5.jpg;Lencería Finíssima;2015-02-17 12:02:04
Activo;LFNSSM-LEG-2327;Leggins white flower;Lencería Femenina,Leggins;"Leggins diseño floral.";"<p>Leggins con con diseño de flores blancas.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2327.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2327_2.jpg;Lencería Finíssima;2015-02-17 12:02:32
Activo;LFNSSM-LEG-2328;Leggins estrellas;Lencería Femenina,Leggins;"Leggins elásticos diseño universo.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-20004.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2000-1.jpg;Lencería Finíssima;2015-02-17 12:12:14
Activo;LFNSSM-LEG-2329;Leggins a lunares;Lencería Femenina,Leggins;"Leggins a lunares Naylon.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2000.jpg;Lencería Finíssima;2015-02-17 12:09:22
Activo;LFNSSM-LEG-2330;Leggins violeta;Lencería Femenina,Leggins;"Leggins elásticos diseño violeta.";"<p>Leggins violeta.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2330.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2330-1.jpg;Lencería Finíssima;2015-02-17 12:17:11
Activo;LFNSSM-LEG-2331;Leggins sexy;Lencería Femenina,Leggins;"Leggins estampados rojos.";"<p>Leggins estampados.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2331.jpg;Lencería Finíssima;2015-02-17 12:17:28
Activo;LFNSSM-LEG-2332;Leggins fashion naylon;Lencería Femenina,Leggins;"Leggins fashion naylon.";"<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2332.jpg;Lencería Finíssima;2015-02-17 12:17:58
Activo;LFNSSM-LEG-2333;Leggins estampados;Lencería Femenina,Leggins;"Leggins estampados naylon";"<p>Leggins estampados.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2333.jpg;Lencería Finíssima;2015-02-17 12:18:12
Activo;LFNSSM-LEG-2334;Leggins rojo galaxy;Lencería Femenina,Leggins;"Leggins rojos galaxy";"<p>Leggins rojos galaxy</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2334.jpg;Lencería Finíssima;2015-02-17 12:18:22
Activo;LFNSSM-LEG-2335;Leggins musculos;Lencería Femenina,Leggins;"Leggins musculos naylon";"<p>Leggins musculos.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2335.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2335-1.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2335-2.jpg;Lencería Finíssima;2015-02-17 12:18:29
Activo;LFNSSM-LEG-2336;Leggins cuadraditos;Lencería Femenina,Leggins;"Leggins de naylon cuadraditos";"<p>Leggins de Naylon y cuadraditos.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2336.jpg;Lencería Finíssima;2015-02-17 11:57:22
Activo;LFNSSM-LEG-2337;Leggins retro;Lencería Femenina,Leggins;"Leggins retro naylon";"<p>Leggins retro naylon.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2337.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2337-2.jpg;Lencería Finíssima;2015-02-17 11:59:31
Activo;LFNSSM-LEG-2338;Leggins fashion;Lencería Femenina,Leggins;"Leggins naylon estampado";"<p>Leggins fashion.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2338.jpg;Lencería Finíssima;2015-02-17 12:01:13
Activo;LFNSSM-LEG-2339;Leggins negro brillo;Lencería Femenina,Leggins;"Leggins negro de naylon";"<p>Leggins negro naylon.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;6.50;7.87;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2339.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2339-1.jpg;Lencería Finíssima;2015-02-17 12:23:30
Activo;LFNSSM-LEG-2340;Leggins cebra platino;Lencería Femenina,Leggins;"Leggins diseño cebra platino.";"<p>Leggins cebra.</p>
<p>Este tipo de Legging esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>
<p> </p>
<p> </p>
<p> </p>";Talla única;;5.50;6.66;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2340.jpg;Lencería Finíssima;2015-02-17 12:17:04
Activo;LFNSSM-LEG-2341;Leggins con cremallera;Lencería Femenina,Leggins;"Leggins con cremallera en varios colores disponibles.";"<p>Leggins con cremallera.</p>
<p><span style=""line-height: 1.3em;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</span></p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p> </p>
<p>                        <strong>MEDIDAS</strong></p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;Negro,Rosa,Verde,Lila,Azul,Marrón;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2341.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23415.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23416.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-234110.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-234111.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-234114.jpg;Lencería Finíssima;2015-02-17 12:05:12
Activo;LFNSSM-LEG-2342;Leggins multicolor;Lencería Femenina,Leggins;"Leggins multicolor.";"<p>Leggins multicolor.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2342.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23421.jpg;Lencería Finíssima;2015-02-17 12:07:56
Activo;LFNSSM-LEG-2343;Leggins rotos;Lencería Femenina,Leggins;"Leggins laterales rotos.";"<p>Leggins rotos.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;;5.00;6.05;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2343.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23431.jpg;Lencería Finíssima;2015-02-17 12:09:58
Activo;LFNSSM-LEG-2344;Leggins triangulo;Lencería Femenina,Leggins;"Leggins triangulo";"<p>Leggins triangulo.</p>
<p>Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elastano.</p>
<p>Precios especiales para distribuidores.</p>
<p>No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;Rojo,Blanco;7.00;8.47;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2344.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23441.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23442.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23443.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23445.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23446.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23447.jpg;Lencería Finíssima;2015-02-17 12:29:23
Activo;LFNSSM-LEG-2345;Leggins dos colores;Lencería Femenina,Leggins;"Leggins combinados en dos colores";"<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Leggins combinados.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Este tipo de Leggins esta compuesto por un 85% de Nailon y un 15% de elástano.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">Precios especiales para distribuidores.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;"">No dejen de consultar nuestras ofertas  para los packs de Leggins.</p>
<p style=""margin: 0.5em 0px; padding: 0px; border: 0px; outline: 0px; font-size: 13px; color: #666666; font-family: Arial; line-height: 20px;""><img src=""http://www.lenceriafinissima.com/images/inch.jpg"" border=""0"" alt="""" /></p>";Talla única;Negro,Blanco,Rosa,Marrón;6.50;7.87;http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-2345.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23451.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23452.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23453.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23454.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23455.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23456.jpg,http://www.lenceriafinissima.com/images/stories/virtuemart/product/leg-23457.jpg;Lencería Finíssima;2015-02-17 12:31:03
